IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.236.249.41,2052,2052,false,SIN,Asia Pacific,Singapore,37,14.50
47.236.173.200,80,80,false,SIN,Asia Pacific,Singapore,11,14.49
47.237.3.57,2095,2095,false,SIN,Asia Pacific,Singapore,13,14.49
8.219.100.168,2052,2052,false,SIN,Asia Pacific,Singapore,13,14.48
47.236.144.196,2082,2082,false,SIN,Asia Pacific,Singapore,16,14.48
8.219.90.196,2087,2087,true,SIN,Asia Pacific,Singapore,123,14.47
8.219.200.145,2053,2053,true,SIN,Asia Pacific,Singapore,205,14.47
8.219.253.185,2096,2096,true,SIN,Asia Pacific,Singapore,170,14.46
8.219.202.130,2053,2053,true,SIN,Asia Pacific,Singapore,142,14.46
8.219.106.15,8080,8080,false,SIN,Asia Pacific,Singapore,17,14.45
8.219.167.65,8080,8080,false,SIN,Asia Pacific,Singapore,18,14.45
8.219.103.65,8080,8080,false,SIN,Asia Pacific,Singapore,17,14.45
8.222.140.185,2086,2086,false,SIN,Asia Pacific,Singapore,8,14.45
47.236.206.153,2086,2086,false,SIN,Asia Pacific,Singapore,15,14.45
8.219.193.202,8880,8880,false,SIN,Asia Pacific,Singapore,18,14.45
47.236.130.95,80,80,false,SIN,Asia Pacific,Singapore,20,14.45
8.222.213.221,2053,2053,true,SIN,Asia Pacific,Singapore,67,14.45
47.236.202.91,2053,2053,true,SIN,Asia Pacific,Singapore,118,14.44
8.219.201.8,2095,2095,false,SIN,Asia Pacific,Singapore,15,14.44
8.219.253.114,80,80,false,SIN,Asia Pacific,Singapore,17,14.44
8.222.187.107,80,80,false,SIN,Asia Pacific,Singapore,15,14.43
8.222.193.65,8080,8080,false,SIN,Asia Pacific,Singapore,5,14.43
8.219.249.38,8443,8443,true,SIN,Asia Pacific,Singapore,75,14.43
8.219.56.205,2083,2083,true,SIN,Asia Pacific,Singapore,98,14.43
47.236.82.218,8443,8443,true,SIN,Asia Pacific,Singapore,74,14.43
8.222.154.227,80,80,false,SIN,Asia Pacific,Singapore,6,14.42
8.219.56.205,8880,8880,false,SIN,Asia Pacific,Singapore,26,14.42
8.219.248.170,2083,2083,true,SIN,Asia Pacific,Singapore,123,14.42
47.236.79.87,80,80,false,SIN,Asia Pacific,Singapore,27,14.42
47.236.227.21,2053,2053,true,SIN,Asia Pacific,Singapore,145,14.42
8.222.248.188,8880,8880,false,SIN,Asia Pacific,Singapore,4,14.42
47.236.146.249,8880,8880,false,SIN,Asia Pacific,Singapore,16,14.41
47.236.149.107,8080,8080,false,SIN,Asia Pacific,Singapore,8,14.41
47.237.22.45,2086,2086,false,SIN,Asia Pacific,Singapore,5,14.39
8.222.187.107,2083,2083,true,SIN,Asia Pacific,Singapore,109,14.39
8.218.142.253,2083,2083,true,HKG,Asia Pacific,Hong Kong,55,14.39
47.236.164.215,2083,2083,true,SIN,Asia Pacific,Singapore,67,14.39
47.236.166.184,80,80,false,SIN,Asia Pacific,Singapore,18,14.39
8.219.210.64,2083,2083,true,SIN,Asia Pacific,Singapore,96,14.39
47.236.114.23,80,80,false,SIN,Asia Pacific,Singapore,19,14.38
8.219.74.35,2096,2096,true,SIN,Asia Pacific,Singapore,95,14.38
47.236.174.206,8880,8880,false,SIN,Asia Pacific,Singapore,16,14.38
8.222.167.8,2052,2052,false,SIN,Asia Pacific,Singapore,7,14.38
8.219.82.35,443,443,true,SIN,Asia Pacific,Singapore,71,14.38
8.222.221.109,2086,2086,false,SIN,Asia Pacific,Singapore,10,14.38
47.236.204.152,2083,2083,true,SIN,Asia Pacific,Singapore,95,14.37
8.217.207.60,2053,2053,true,HKG,Asia Pacific,Hong Kong,80,14.37
8.219.151.193,2052,2052,false,SIN,Asia Pacific,Singapore,9,14.37
8.219.142.229,443,443,true,SIN,Asia Pacific,Singapore,190,14.37
47.236.99.131,2087,2087,true,SIN,Asia Pacific,Singapore,121,14.36
8.219.220.122,8443,8443,true,SIN,Asia Pacific,Singapore,136,14.36
8.219.72.50,8080,8080,false,SIN,Asia Pacific,Singapore,12,14.36
47.236.145.85,2096,2096,true,SIN,Asia Pacific,Singapore,130,14.36
47.236.29.235,8880,8880,false,SIN,Asia Pacific,Singapore,16,14.35
8.219.86.200,2096,2096,true,SIN,Asia Pacific,Singapore,133,14.35
47.236.116.182,80,80,false,SIN,Asia Pacific,Singapore,7,14.35
8.219.164.237,443,443,true,SIN,Asia Pacific,Singapore,117,14.35
8.219.70.117,2083,2083,true,SIN,Asia Pacific,Singapore,224,14.35
8.219.188.162,80,80,false,SIN,Asia Pacific,Singapore,16,14.34
8.219.51.49,2087,2087,true,SIN,Asia Pacific,Singapore,104,14.33
8.219.106.15,2082,2082,false,SIN,Asia Pacific,Singapore,14,14.33
47.236.224.66,2096,2096,true,SIN,Asia Pacific,Singapore,123,14.33
8.218.243.95,80,80,false,HKG,Asia Pacific,Hong Kong,36,14.33
47.236.97.111,2083,2083,true,SIN,Asia Pacific,Singapore,87,14.32
8.219.77.222,2096,2096,true,SIN,Asia Pacific,Singapore,139,14.32
47.236.172.41,8880,8880,false,SIN,Asia Pacific,Singapore,21,14.32
8.219.232.219,2053,2053,true,SIN,Asia Pacific,Singapore,154,14.31
8.219.74.35,8880,8880,false,SIN,Asia Pacific,Singapore,32,14.31
8.219.191.40,2095,2095,false,SIN,Asia Pacific,Singapore,9,14.31
8.219.98.13,443,443,true,SIN,Asia Pacific,Singapore,139,14.31
8.219.73.188,2082,2082,false,SIN,Asia Pacific,Singapore,13,14.30
8.210.250.120,2096,2096,true,HKG,Asia Pacific,Hong Kong,72,14.30
8.219.147.58,2087,2087,true,SIN,Asia Pacific,Singapore,109,14.29
8.219.170.58,2096,2096,true,SIN,Asia Pacific,Singapore,112,14.29
47.237.70.15,2096,2096,true,SIN,Asia Pacific,Singapore,70,14.29
47.236.4.129,2086,2086,false,SIN,Asia Pacific,Singapore,30,14.28
8.219.73.21,443,443,true,SIN,Asia Pacific,Singapore,91,14.28
47.236.145.85,443,443,true,SIN,Asia Pacific,Singapore,136,14.28
8.222.137.178,2052,2052,false,SIN,Asia Pacific,Singapore,11,14.28
47.236.92.32,2095,2095,false,SIN,Asia Pacific,Singapore,29,14.27
47.236.171.112,2083,2083,true,SIN,Asia Pacific,Singapore,161,14.27
8.222.129.32,2082,2082,false,SIN,Asia Pacific,Singapore,16,14.27
8.222.244.192,2095,2095,false,SIN,Asia Pacific,Singapore,11,14.27
8.219.161.102,8443,8443,true,SIN,Asia Pacific,Singapore,75,14.27
8.219.103.126,2082,2082,false,SIN,Asia Pacific,Singapore,27,14.26
8.219.228.193,2082,2082,false,SIN,Asia Pacific,Singapore,12,14.26
8.219.98.13,2095,2095,false,SIN,Asia Pacific,Singapore,6,14.26
47.236.161.155,80,80,false,SIN,Asia Pacific,Singapore,22,14.25
8.222.222.64,2082,2082,false,SIN,Asia Pacific,Singapore,6,14.25
8.222.144.117,8080,8080,false,SIN,Asia Pacific,Singapore,16,14.25
47.236.144.156,80,80,false,SIN,Asia Pacific,Singapore,48,14.25
8.222.174.108,2053,2053,true,SIN,Asia Pacific,Singapore,155,14.25
8.219.40.37,2096,2096,true,SIN,Asia Pacific,Singapore,350,14.24
47.236.172.95,2095,2095,false,SIN,Asia Pacific,Singapore,9,14.24
47.237.8.82,8080,8080,false,SIN,Asia Pacific,Singapore,14,14.24
8.219.240.160,443,443,true,SIN,Asia Pacific,Singapore,6,14.23
8.219.0.162,80,80,false,SIN,Asia Pacific,Singapore,7,14.23
8.219.53.142,2083,2083,true,SIN,Asia Pacific,Singapore,72,14.22
8.222.133.247,2086,2086,false,SIN,Asia Pacific,Singapore,5,14.22
8.222.140.185,2053,2053,true,SIN,Asia Pacific,Singapore,111,14.22
8.219.90.87,2083,2083,true,SIN,Asia Pacific,Singapore,191,14.22
8.219.60.54,80,80,false,SIN,Asia Pacific,Singapore,31,14.21
8.219.53.222,2083,2083,true,SIN,Asia Pacific,Singapore,130,14.21
8.219.156.148,2053,2053,true,SIN,Asia Pacific,Singapore,79,14.21
8.222.252.123,80,80,false,SIN,Asia Pacific,Singapore,4,14.21
47.245.113.75,8443,8443,true,SIN,Asia Pacific,Singapore,56,14.21
47.236.163.95,2096,2096,true,SIN,Asia Pacific,Singapore,248,14.20
47.245.84.155,2087,2087,true,SIN,Asia Pacific,Singapore,16,14.20
47.236.156.14,2096,2096,true,SIN,Asia Pacific,Singapore,72,14.20
47.236.170.54,2082,2082,false,SIN,Asia Pacific,Singapore,20,14.20
8.222.252.150,80,80,false,SIN,Asia Pacific,Singapore,5,14.20
47.236.161.110,8443,8443,true,SIN,Asia Pacific,Singapore,131,14.18
8.217.251.62,2096,2096,true,HKG,Asia Pacific,Hong Kong,81,14.18
8.219.139.86,8443,8443,true,SIN,Asia Pacific,Singapore,166,14.18
8.219.113.232,8443,8443,true,SIN,Asia Pacific,Singapore,83,14.17
8.219.194.170,2086,2086,false,SIN,Asia Pacific,Singapore,23,14.17
47.236.156.14,8443,8443,true,SIN,Asia Pacific,Singapore,136,14.17
8.222.224.162,2053,2053,true,SIN,Asia Pacific,Singapore,89,14.17
8.219.245.232,8880,8880,false,SIN,Asia Pacific,Singapore,14,14.17
8.219.237.250,2096,2096,true,SIN,Asia Pacific,Singapore,117,14.17
47.245.113.117,2053,2053,true,SIN,Asia Pacific,Singapore,60,14.17
8.219.240.160,80,80,false,SIN,Asia Pacific,Singapore,7,14.17
47.236.233.166,2086,2086,false,SIN,Asia Pacific,Singapore,15,14.17
8.219.179.34,2052,2052,false,SIN,Asia Pacific,Singapore,6,14.17
8.219.170.223,80,80,false,SIN,Asia Pacific,Singapore,9,14.16
8.219.206.53,443,443,true,SIN,Asia Pacific,Singapore,133,14.16
8.222.129.245,2087,2087,true,SIN,Asia Pacific,Singapore,56,14.16
8.219.122.96,443,443,true,SIN,Asia Pacific,Singapore,132,14.16
47.236.166.131,8443,8443,true,SIN,Asia Pacific,Singapore,123,14.15
8.219.75.44,2083,2083,true,SIN,Asia Pacific,Singapore,86,14.15
47.236.156.14,8443,8443,true,SIN,Asia Pacific,Singapore,180,14.15
8.222.221.90,2052,2052,false,SIN,Asia Pacific,Singapore,28,14.14
8.222.227.191,2082,2082,false,SIN,Asia Pacific,Singapore,10,14.14
8.219.191.40,2087,2087,true,SIN,Asia Pacific,Singapore,119,14.14
8.222.224.17,443,443,true,SIN,Asia Pacific,Singapore,84,14.14
8.219.228.30,2083,2083,true,SIN,Asia Pacific,Singapore,140,14.14
8.222.164.209,80,80,false,SIN,Asia Pacific,Singapore,9,14.14
47.236.130.95,2095,2095,false,SIN,Asia Pacific,Singapore,49,14.13
8.218.143.10,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,14.13
47.236.233.166,2095,2095,false,SIN,Asia Pacific,Singapore,16,14.13
8.219.220.88,2053,2053,true,SIN,Asia Pacific,Singapore,192,14.13
8.222.130.137,2083,2083,true,SIN,Asia Pacific,Singapore,73,14.12
47.236.93.176,2086,2086,false,SIN,Asia Pacific,Singapore,14,14.12
47.236.227.21,8443,8443,true,SIN,Asia Pacific,Singapore,181,14.12
47.236.169.164,8443,8443,true,SIN,Asia Pacific,Singapore,123,14.12
8.222.170.152,2082,2082,false,NRT,Asia Pacific,Tokyo,83,14.12
47.236.193.208,8080,8080,false,SIN,Asia Pacific,Singapore,19,14.12
8.219.156.148,8080,8080,false,SIN,Asia Pacific,Singapore,13,14.12
8.222.253.235,8443,8443,true,SIN,Asia Pacific,Singapore,96,14.12
8.219.191.40,2083,2083,true,SIN,Asia Pacific,Singapore,101,14.11
47.236.116.182,2053,2053,true,SIN,Asia Pacific,Singapore,148,14.11
47.236.171.205,2096,2096,true,SIN,Asia Pacific,Singapore,125,14.11
8.219.90.196,80,80,false,SIN,Asia Pacific,Singapore,4,14.11
8.222.150.163,2083,2083,true,SIN,Asia Pacific,Singapore,112,14.11
8.222.208.38,2052,2052,false,SIN,Asia Pacific,Singapore,10,14.10
8.222.255.15,8880,8880,false,SIN,Asia Pacific,Singapore,11,14.10
47.236.168.17,2052,2052,false,SIN,Asia Pacific,Singapore,21,14.09
8.219.4.122,8443,8443,true,SIN,Asia Pacific,Singapore,136,14.09
8.222.145.110,2096,2096,true,SIN,Asia Pacific,Singapore,165,14.09
8.219.103.57,2082,2082,false,SIN,Asia Pacific,Singapore,22,14.09
47.236.166.84,2087,2087,true,SIN,Asia Pacific,Singapore,93,14.08
8.219.201.174,2095,2095,false,SIN,Asia Pacific,Singapore,7,14.08
47.236.83.196,2096,2096,true,SIN,Asia Pacific,Singapore,163,14.08
8.219.106.15,8443,8443,true,SIN,Asia Pacific,Singapore,70,14.08
47.236.87.246,8080,8080,false,SIN,Asia Pacific,Singapore,33,14.07
8.222.188.56,2083,2083,true,SIN,Asia Pacific,Singapore,65,14.06
8.219.82.35,2086,2086,false,SIN,Asia Pacific,Singapore,17,14.06
8.219.173.195,2082,2082,false,SIN,Asia Pacific,Singapore,6,14.06
8.222.208.83,2082,2082,false,SIN,Asia Pacific,Singapore,9,14.06
8.219.53.207,2087,2087,true,SIN,Asia Pacific,Singapore,105,14.06
8.219.114.201,2053,2053,true,SIN,Asia Pacific,Singapore,82,14.06
47.237.14.233,443,443,true,SIN,Asia Pacific,Singapore,90,14.06
8.222.237.131,2087,2087,true,SIN,Asia Pacific,Singapore,51,14.05
8.222.154.50,80,80,false,SIN,Asia Pacific,Singapore,6,14.05
8.219.63.66,2087,2087,true,SIN,Asia Pacific,Singapore,61,14.05
8.219.82.35,2086,2086,false,SIN,Asia Pacific,Singapore,9,14.05
8.219.134.117,8443,8443,true,SIN,Asia Pacific,Singapore,158,14.03
8.219.236.8,8880,8880,false,SIN,Asia Pacific,Singapore,27,14.03
47.236.165.25,8080,8080,false,SIN,Asia Pacific,Singapore,14,14.02
47.236.90.62,2096,2096,true,SIN,Asia Pacific,Singapore,143,14.02
8.219.60.68,2053,2053,true,SIN,Asia Pacific,Singapore,197,14.02
8.222.180.86,2082,2082,false,SIN,Asia Pacific,Singapore,40,14.02
8.219.198.139,443,443,true,SIN,Asia Pacific,Singapore,156,14.02
8.219.13.143,2086,2086,false,SIN,Asia Pacific,Singapore,17,14.01
8.219.101.138,2095,2095,false,SIN,Asia Pacific,Singapore,19,14.01
8.219.53.142,2086,2086,false,SIN,Asia Pacific,Singapore,15,14.01
8.219.145.245,2087,2087,true,SIN,Asia Pacific,Singapore,58,14.01
8.222.208.83,2086,2086,false,SIN,Asia Pacific,Singapore,12,14.00
47.236.121.23,2086,2086,false,SIN,Asia Pacific,Singapore,53,14.00
47.236.253.41,2096,2096,true,SIN,Asia Pacific,Singapore,56,14.00
8.219.84.102,2053,2053,true,SIN,Asia Pacific,Singapore,175,13.98
8.222.154.50,2083,2083,true,SIN,Asia Pacific,Singapore,85,13.98
8.222.224.163,2082,2082,false,SIN,Asia Pacific,Singapore,6,13.98
47.236.206.153,8443,8443,true,SIN,Asia Pacific,Singapore,178,13.98
8.219.93.85,2083,2083,true,SIN,Asia Pacific,Singapore,77,13.98
8.219.248.170,80,80,false,SIN,Asia Pacific,Singapore,17,13.98
8.219.11.158,8080,8080,false,SIN,Asia Pacific,Singapore,11,13.98
8.219.107.135,2052,2052,false,SIN,Asia Pacific,Singapore,5,13.97
47.236.202.91,80,80,false,SIN,Asia Pacific,Singapore,31,13.97
8.219.175.127,2086,2086,false,SIN,Asia Pacific,Singapore,10,13.97
47.236.169.15,2083,2083,true,SIN,Asia Pacific,Singapore,179,13.97
8.217.251.62,443,443,true,HKG,Asia Pacific,Hong Kong,45,13.97
8.219.5.10,8443,8443,true,SIN,Asia Pacific,Singapore,72,13.96
8.222.130.137,2053,2053,true,SIN,Asia Pacific,Singapore,86,13.96
47.236.233.166,2096,2096,true,SIN,Asia Pacific,Singapore,139,13.96
8.219.89.201,8443,8443,true,SIN,Asia Pacific,Singapore,74,13.96
8.219.245.232,2052,2052,false,SIN,Asia Pacific,Singapore,10,13.96
47.236.117.48,2082,2082,false,SIN,Asia Pacific,Singapore,12,13.96
47.236.92.32,2082,2082,false,SIN,Asia Pacific,Singapore,35,13.96
47.236.195.137,2082,2082,false,SIN,Asia Pacific,Singapore,33,13.96
47.236.176.144,8443,8443,true,SIN,Asia Pacific,Singapore,88,13.95
47.236.163.95,2053,2053,true,SIN,Asia Pacific,Singapore,221,13.95
47.236.170.54,2087,2087,true,SIN,Asia Pacific,Singapore,177,13.94
47.236.244.37,2083,2083,true,SIN,Asia Pacific,Singapore,288,13.93
8.222.204.110,2052,2052,false,SIN,Asia Pacific,Singapore,12,13.93
47.236.169.15,8443,8443,true,SIN,Asia Pacific,Singapore,137,13.93
8.222.254.91,2087,2087,true,SIN,Asia Pacific,Singapore,55,13.92
47.236.94.109,2053,2053,true,SIN,Asia Pacific,Singapore,148,13.92
8.219.0.162,2095,2095,false,SIN,Asia Pacific,Singapore,19,13.92
47.236.130.95,2052,2052,false,SIN,Asia Pacific,Singapore,45,13.91
8.222.168.24,8080,8080,false,SIN,Asia Pacific,Singapore,12,13.91
47.236.167.231,2082,2082,false,SIN,Asia Pacific,Singapore,21,13.90
47.236.144.156,2083,2083,true,SIN,Asia Pacific,Singapore,136,13.90
47.236.15.121,2082,2082,false,SIN,Asia Pacific,Singapore,57,13.90
47.245.108.213,8880,8880,false,SIN,Asia Pacific,Singapore,18,13.90
47.237.27.69,2053,2053,true,SIN,Asia Pacific,Singapore,66,13.90
8.219.235.164,8880,8880,false,SIN,Asia Pacific,Singapore,6,13.89
8.219.251.81,2086,2086,false,SIN,Asia Pacific,Singapore,14,13.89
8.219.77.91,2053,2053,true,SIN,Asia Pacific,Singapore,199,13.89
47.236.204.152,8880,8880,false,SIN,Asia Pacific,Singapore,19,13.88
8.219.99.169,8880,8880,false,SIN,Asia Pacific,Singapore,27,13.88
8.219.197.111,2082,2082,false,SIN,Asia Pacific,Singapore,13,13.88
8.222.167.147,2086,2086,false,SIN,Asia Pacific,Singapore,6,13.88
8.219.82.177,8080,8080,false,SIN,Asia Pacific,Singapore,10,13.88
8.219.100.155,2087,2087,true,SIN,Asia Pacific,Singapore,143,13.87
8.217.75.193,8880,80,false,HKG,Asia Pacific,Hong Kong,39,13.87
8.219.170.232,8443,8443,true,SIN,Asia Pacific,Singapore,166,13.87
8.217.49.234,443,443,true,HKG,Asia Pacific,Hong Kong,87,13.87
47.236.207.133,2095,2095,false,SIN,Asia Pacific,Singapore,13,13.86
47.245.86.18,2095,2095,false,SIN,Asia Pacific,Singapore,4,13.86
8.218.149.193,2052,2052,false,HKG,Asia Pacific,Hong Kong,346,13.86
8.222.197.251,8880,8880,false,SIN,Asia Pacific,Singapore,3,13.86
47.236.189.173,2096,2096,true,SIN,Asia Pacific,Singapore,102,13.86
8.222.224.162,8080,8080,false,SIN,Asia Pacific,Singapore,6,13.86
8.219.213.84,2053,2053,true,SIN,Asia Pacific,Singapore,103,13.86
47.236.146.249,443,443,true,SIN,Asia Pacific,Singapore,100,13.85
47.236.125.4,2082,2082,false,SIN,Asia Pacific,Singapore,15,13.85
8.219.100.155,2082,2082,false,SIN,Asia Pacific,Singapore,10,13.85
8.219.111.175,2086,2086,false,SIN,Asia Pacific,Singapore,16,13.85
8.219.40.37,8080,8080,false,SIN,Asia Pacific,Singapore,9,13.84
8.222.193.65,2086,2086,false,SIN,Asia Pacific,Singapore,6,13.84
47.236.147.146,8880,8880,false,SIN,Asia Pacific,Singapore,22,13.83
47.236.145.180,2095,2095,false,SIN,Asia Pacific,Singapore,33,13.83
8.219.198.139,8443,8443,true,SIN,Asia Pacific,Singapore,129,13.83
8.222.180.86,2053,2053,true,SIN,Asia Pacific,Singapore,170,13.83
47.236.192.198,8443,8443,true,SIN,Asia Pacific,Singapore,127,13.83
8.219.255.171,8443,8443,true,SIN,Asia Pacific,Singapore,133,13.82
8.219.73.21,2083,2083,true,SIN,Asia Pacific,Singapore,134,13.82
47.237.19.161,2053,2053,true,SIN,Asia Pacific,Singapore,32,13.82
47.236.171.112,8080,8080,false,SIN,Asia Pacific,Singapore,24,13.81
8.219.79.74,2095,2095,false,SIN,Asia Pacific,Singapore,6,13.81
8.219.4.122,2082,2082,false,SIN,Asia Pacific,Singapore,11,13.81
47.236.104.98,2095,2095,false,SIN,Asia Pacific,Singapore,28,13.80
8.219.110.88,8443,8443,true,SIN,Asia Pacific,Singapore,120,13.80
47.245.82.78,8880,8880,false,SIN,Asia Pacific,Singapore,5,13.80
47.237.5.164,2053,2053,true,SIN,Asia Pacific,Singapore,51,13.79
8.222.137.166,80,80,false,SIN,Asia Pacific,Singapore,4,13.79
8.222.138.164,2087,2087,true,SIN,Asia Pacific,Singapore,125,13.79
8.219.220.122,2086,2086,false,SIN,Asia Pacific,Singapore,11,13.79
8.222.154.50,8080,8080,false,SIN,Asia Pacific,Singapore,17,13.79
47.245.105.224,8880,8880,false,SIN,Asia Pacific,Singapore,6,13.79
8.219.156.148,2096,2096,true,SIN,Asia Pacific,Singapore,159,13.78
47.236.195.137,2052,2052,false,SIN,Asia Pacific,Singapore,17,13.78
8.222.131.102,2083,2083,true,SIN,Asia Pacific,Singapore,113,13.78
8.219.11.158,2083,2083,true,SIN,Asia Pacific,Singapore,136,13.78
8.219.42.72,8443,8443,true,SIN,Asia Pacific,Singapore,126,13.77
8.219.99.169,8080,8080,false,SIN,Asia Pacific,Singapore,22,13.77
8.219.43.243,8443,8443,true,SIN,Asia Pacific,Singapore,130,13.77
8.219.201.8,8080,8080,false,SIN,Asia Pacific,Singapore,14,13.77
8.219.142.191,2052,2052,false,SIN,Asia Pacific,Singapore,10,13.77
8.219.93.85,2095,2095,false,SIN,Asia Pacific,Singapore,7,13.77
8.217.49.234,443,443,true,HKG,Asia Pacific,Hong Kong,60,13.76
8.219.172.128,2082,2082,false,SIN,Asia Pacific,Singapore,10,13.76
47.237.70.15,2086,2086,false,SIN,Asia Pacific,Singapore,27,13.76
47.237.8.82,8443,8443,true,SIN,Asia Pacific,Singapore,156,13.76
47.236.121.7,8443,8443,true,SIN,Asia Pacific,Singapore,157,13.76
8.219.228.193,80,80,false,SIN,Asia Pacific,Singapore,17,13.76
8.219.50.180,2052,2052,false,SIN,Asia Pacific,Singapore,11,13.76
47.237.9.59,2086,2086,false,SIN,Asia Pacific,Singapore,20,13.75
8.219.215.12,2096,2096,true,SIN,Asia Pacific,Singapore,129,13.75
47.236.92.32,8080,8080,false,SIN,Asia Pacific,Singapore,9,13.75
8.219.142.229,8080,8080,false,SIN,Asia Pacific,Singapore,12,13.75
47.236.149.160,8443,8443,true,SIN,Asia Pacific,Singapore,112,13.75
8.219.50.180,2087,2087,true,SIN,Asia Pacific,Singapore,140,13.75
47.236.83.239,2087,2087,true,SIN,Asia Pacific,Singapore,103,13.74
47.236.104.98,2052,2052,false,SIN,Asia Pacific,Singapore,29,13.74
47.236.202.221,8443,8443,true,SIN,Asia Pacific,Singapore,208,13.74
8.222.222.64,2095,2095,false,SIN,Asia Pacific,Singapore,10,13.73
8.222.227.191,8080,8080,false,SIN,Asia Pacific,Singapore,9,13.73
8.219.63.193,2052,2052,false,SIN,Asia Pacific,Singapore,22,13.73
47.236.99.131,2053,2053,true,SIN,Asia Pacific,Singapore,145,13.73
8.219.201.245,2087,2087,true,SIN,Asia Pacific,Singapore,115,13.72
47.237.14.233,443,443,true,SIN,Asia Pacific,Singapore,52,13.72
8.222.255.15,2053,2053,true,SIN,Asia Pacific,Singapore,94,13.72
8.219.107.199,2052,2052,false,SIN,Asia Pacific,Singapore,28,13.72
47.236.148.174,2082,2082,false,SIN,Asia Pacific,Singapore,40,13.72
8.219.228.186,2087,2087,true,SIN,Asia Pacific,Singapore,117,13.72
47.236.88.181,2096,2096,true,SIN,Asia Pacific,Singapore,131,13.72
8.222.221.86,8880,8880,false,SIN,Asia Pacific,Singapore,18,13.72
47.236.144.48,2052,2052,false,SIN,Asia Pacific,Singapore,7,13.71
47.236.124.115,2083,2083,true,SIN,Asia Pacific,Singapore,140,13.71
8.219.147.58,2086,2086,false,SIN,Asia Pacific,Singapore,9,13.71
47.236.112.193,8080,8080,false,SIN,Asia Pacific,Singapore,40,13.70
8.219.77.91,8080,8080,false,SIN,Asia Pacific,Singapore,8,13.70
8.219.92.89,2083,2083,true,SIN,Asia Pacific,Singapore,48,13.70
47.236.19.51,80,80,false,SIN,Asia Pacific,Singapore,66,13.70
47.236.149.160,2053,2053,true,SIN,Asia Pacific,Singapore,113,13.70
47.236.96.141,2083,2083,true,SIN,Asia Pacific,Singapore,105,13.70
8.222.252.123,2083,2083,true,SIN,Asia Pacific,Singapore,110,13.69
8.222.137.178,8880,8880,false,SIN,Asia Pacific,Singapore,28,13.68
47.236.149.107,2082,2082,false,SIN,Asia Pacific,Singapore,44,13.68
8.222.172.23,2095,2095,false,SIN,Asia Pacific,Singapore,19,13.68
8.219.249.38,2096,2096,true,SIN,Asia Pacific,Singapore,375,13.67
47.236.65.11,8880,8880,false,SIN,Asia Pacific,Singapore,28,13.67
47.236.170.54,2053,2053,true,SIN,Asia Pacific,Singapore,103,13.67
47.236.172.71,8080,8080,false,SIN,Asia Pacific,Singapore,9,13.67
47.236.117.48,8080,8080,false,SIN,Asia Pacific,Singapore,35,13.67
8.219.173.195,8443,8443,true,SIN,Asia Pacific,Singapore,135,13.66
8.219.78.1,8880,8880,false,SIN,Asia Pacific,Singapore,9,13.66
8.222.215.228,8880,8880,false,SIN,Asia Pacific,Singapore,4,13.65
8.222.229.102,2053,2053,true,SIN,Asia Pacific,Singapore,104,13.65
8.219.253.114,8443,8443,true,SIN,Asia Pacific,Singapore,195,13.65
8.219.122.96,2096,2096,true,SIN,Asia Pacific,Singapore,106,13.65
8.222.167.8,2096,2096,true,SIN,Asia Pacific,Singapore,136,13.65
8.222.209.223,443,443,true,SIN,Asia Pacific,Singapore,82,13.65
47.245.82.78,2083,2083,true,SIN,Asia Pacific,Singapore,74,13.65
47.237.73.52,2096,2096,true,NRT,Asia Pacific,Tokyo,176,13.65
8.222.164.209,8880,8880,false,SIN,Asia Pacific,Singapore,4,13.64
8.219.11.158,2096,2096,true,SIN,Asia Pacific,Singapore,48,13.64
47.236.150.109,8443,8443,true,SIN,Asia Pacific,Singapore,183,13.63
8.219.126.3,2096,2096,true,SIN,Asia Pacific,Singapore,106,13.63
8.222.136.196,8880,8880,false,SIN,Asia Pacific,Singapore,18,13.63
8.218.18.132,2086,2086,false,HKG,Asia Pacific,Hong Kong,451,13.63
47.236.171.205,8443,8443,true,SIN,Asia Pacific,Singapore,204,13.63
8.222.159.252,2087,2087,true,SIN,Asia Pacific,Singapore,144,13.63
8.222.131.102,8443,8443,true,SIN,Asia Pacific,Singapore,128,13.62
8.219.235.164,8080,8080,false,SIN,Asia Pacific,Singapore,3,13.62
8.222.212.219,443,443,true,SIN,Asia Pacific,Singapore,92,13.62
8.222.154.227,2095,2095,false,SIN,Asia Pacific,Singapore,15,13.62
8.222.223.34,2095,2095,false,SIN,Asia Pacific,Singapore,18,13.61
8.219.51.211,443,443,true,SIN,Asia Pacific,Singapore,55,13.61
47.236.172.41,2087,2087,true,SIN,Asia Pacific,Singapore,122,13.61
47.236.144.196,2052,2052,false,SIN,Asia Pacific,Singapore,30,13.60
47.236.123.133,2087,2087,true,SIN,Asia Pacific,Singapore,361,13.60
8.219.151.193,8443,8443,true,SIN,Asia Pacific,Singapore,107,13.60
47.236.104.98,8443,8443,true,SIN,Asia Pacific,Singapore,71,13.60
47.236.99.131,2083,2083,true,SIN,Asia Pacific,Singapore,93,13.60
47.236.158.158,2053,2053,true,SIN,Asia Pacific,Singapore,213,13.60
47.236.97.90,2053,2053,true,SIN,Asia Pacific,Singapore,98,13.59
