IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.218.105.223,2096,2096,true,HKG,Asia Pacific,Hong Kong,54,8.57
8.219.249.38,2052,2052,false,SIN,Asia Pacific,Singapore,6,8.57
8.219.195.47,2083,2083,true,SIN,Asia Pacific,Singapore,120,8.57
8.210.65.1,2096,2096,true,HKG,Asia Pacific,Hong Kong,41,8.57
8.219.173.239,2083,2083,true,SIN,Asia Pacific,Singapore,117,8.57
8.219.201.174,2053,2053,true,SIN,Asia Pacific,Singapore,142,8.57
47.236.117.48,2096,2096,true,SIN,Asia Pacific,Singapore,228,8.57
8.219.151.193,2053,2053,true,SIN,Asia Pacific,Singapore,165,8.56
47.245.118.70,2052,2052,false,SIN,Asia Pacific,Singapore,5,8.56
8.217.250.222,2096,2096,true,HKG,Asia Pacific,Hong Kong,213,8.56
47.236.39.34,2052,2052,false,SIN,Asia Pacific,Singapore,24,8.55
8.219.111.147,2053,2053,true,SIN,Asia Pacific,Singapore,170,8.55
47.76.37.57,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,8.55
47.74.5.99,8443,8443,true,NRT,Asia Pacific,Tokyo,82,8.55
8.219.156.148,8443,8443,true,SIN,Asia Pacific,Singapore,123,8.55
47.245.118.70,8880,8880,false,SIN,Asia Pacific,Singapore,4,8.55
47.236.170.54,8080,8080,false,SIN,Asia Pacific,Singapore,19,8.55
8.219.141.174,2096,2096,true,SIN,Asia Pacific,Singapore,217,8.55
47.237.30.228,2086,2086,false,SIN,Asia Pacific,Singapore,19,8.55
47.236.12.73,2083,2083,true,SIN,Asia Pacific,Singapore,125,8.55
8.218.105.223,2052,2052,false,HKG,Asia Pacific,Hong Kong,54,8.55
8.219.40.255,2082,2082,false,SIN,Asia Pacific,Singapore,5,8.55
8.219.77.91,2053,2053,true,SIN,Asia Pacific,Singapore,150,8.54
8.219.3.53,2052,2052,false,SIN,Asia Pacific,Singapore,7,8.54
8.222.219.34,2053,2053,true,SIN,Asia Pacific,Singapore,111,8.54
8.219.139.13,2086,2086,false,SIN,Asia Pacific,Singapore,11,8.53
8.222.150.163,80,80,false,SIN,Asia Pacific,Singapore,12,8.53
47.236.7.206,8880,8880,false,SIN,Asia Pacific,Singapore,58,8.53
8.219.51.49,2053,2053,true,SIN,Asia Pacific,Singapore,34,8.53
8.210.21.65,2083,2083,true,HKG,Asia Pacific,Hong Kong,62,8.52
47.236.206.153,80,80,false,SIN,Asia Pacific,Singapore,21,8.52
8.222.138.164,443,443,true,SIN,Asia Pacific,Singapore,109,8.51
47.236.166.131,2053,2053,true,SIN,Asia Pacific,Singapore,116,8.51
47.236.155.170,2082,2082,false,SIN,Asia Pacific,Singapore,44,8.51
8.219.12.152,2052,2052,false,SIN,Asia Pacific,Singapore,15,8.51
8.219.77.91,2087,2087,true,SIN,Asia Pacific,Singapore,167,8.50
8.219.198.139,2086,2086,false,SIN,Asia Pacific,Singapore,18,8.50
8.219.13.143,2052,2052,false,SIN,Asia Pacific,Singapore,8,8.50
47.236.76.199,8443,8443,true,SIN,Asia Pacific,Singapore,122,8.50
8.219.173.195,2053,2053,true,SIN,Asia Pacific,Singapore,216,8.50
47.237.23.162,2052,2052,false,SIN,Asia Pacific,Singapore,393,8.50
8.219.240.160,2052,2052,false,SIN,Asia Pacific,Singapore,13,8.50
8.222.169.182,2082,2082,false,SIN,Asia Pacific,Singapore,17,8.50
47.236.73.123,2096,2096,true,SIN,Asia Pacific,Singapore,126,8.49
47.236.121.23,2096,2096,true,SIN,Asia Pacific,Singapore,121,8.49
8.222.131.102,2096,2096,true,SIN,Asia Pacific,Singapore,119,8.49
8.219.251.81,2053,2053,true,SIN,Asia Pacific,Singapore,63,8.49
8.219.242.208,2052,2052,false,SIN,Asia Pacific,Singapore,8,8.49
8.222.240.47,8443,8443,true,SIN,Asia Pacific,Singapore,117,8.49
47.236.144.48,2096,2096,true,SIN,Asia Pacific,Singapore,115,8.48
8.222.211.16,2087,2087,true,SIN,Asia Pacific,Singapore,116,8.48
8.222.187.107,8880,8880,false,SIN,Asia Pacific,Singapore,33,8.48
8.222.191.158,8880,8880,false,SIN,Asia Pacific,Singapore,2,8.48
8.219.210.226,2052,2052,false,SIN,Asia Pacific,Singapore,15,8.48
8.219.213.133,80,80,false,SIN,Asia Pacific,Singapore,27,8.48
47.236.31.73,2083,2083,true,SIN,Asia Pacific,Singapore,152,8.47
47.236.124.115,8443,8443,true,SIN,Asia Pacific,Singapore,130,8.47
8.219.193.22,2095,2095,false,SIN,Asia Pacific,Singapore,19,8.47
47.245.85.28,8080,8080,false,NRT,Asia Pacific,Tokyo,73,8.47
8.222.140.87,2096,2096,true,SIN,Asia Pacific,Singapore,105,8.46
8.222.253.235,8080,8080,false,SIN,Asia Pacific,Singapore,6,8.46
8.222.175.78,8080,8080,false,SIN,Asia Pacific,Singapore,32,8.46
8.222.146.222,2083,2083,true,SIN,Asia Pacific,Singapore,106,8.45
47.245.111.171,2096,2096,true,SIN,Asia Pacific,Singapore,48,8.45
8.219.210.226,2095,2095,false,SIN,Asia Pacific,Singapore,3,8.45
47.236.175.189,8443,8443,true,SIN,Asia Pacific,Singapore,121,8.45
8.219.111.147,2082,2082,false,SIN,Asia Pacific,Singapore,11,8.45
8.219.123.244,2087,2087,true,SIN,Asia Pacific,Singapore,56,8.45
47.236.11.68,2083,2083,true,SIN,Asia Pacific,Singapore,138,8.45
8.222.174.108,8080,8080,false,SIN,Asia Pacific,Singapore,14,8.44
8.222.226.15,2083,2083,true,SIN,Asia Pacific,Singapore,96,8.44
47.242.79.71,2053,2053,true,HKG,Asia Pacific,Hong Kong,642,8.44
47.236.7.246,2096,2096,true,SIN,Asia Pacific,Singapore,133,8.44
8.219.228.157,2083,2083,true,SIN,Asia Pacific,Singapore,148,8.44
47.237.73.230,2095,2095,false,SIN,Asia Pacific,Singapore,29,8.44
8.217.207.60,2052,2052,false,HKG,Asia Pacific,Hong Kong,34,8.44
8.210.192.93,2087,2087,true,HKG,Asia Pacific,Hong Kong,66,8.43
47.236.5.223,2053,2053,true,SIN,Asia Pacific,Singapore,132,8.43
8.222.204.110,2052,2052,false,SIN,Asia Pacific,Singapore,14,8.43
8.222.221.197,2087,2087,true,SIN,Asia Pacific,Singapore,86,8.42
8.222.213.221,2095,2095,false,SIN,Asia Pacific,Singapore,21,8.42
47.236.147.146,2082,2082,false,SIN,Asia Pacific,Singapore,37,8.42
8.219.56.205,2083,2083,true,SIN,Asia Pacific,Singapore,64,8.42
8.222.166.117,8443,8443,true,SIN,Asia Pacific,Singapore,105,8.42
8.219.222.98,8880,8880,false,SIN,Asia Pacific,Singapore,22,8.42
47.236.254.120,2096,2096,true,SIN,Asia Pacific,Singapore,19,8.42
47.245.82.78,2052,2052,false,SIN,Asia Pacific,Singapore,44,8.42
8.218.22.210,2053,2053,true,HKG,Asia Pacific,Hong Kong,557,8.42
8.219.55.31,80,80,false,NRT,Asia Pacific,Tokyo,84,8.41
8.217.251.62,2053,2053,true,HKG,Asia Pacific,Hong Kong,46,8.41
8.222.168.155,8080,8080,false,SIN,Asia Pacific,Singapore,27,8.41
47.237.22.84,2095,2095,false,SIN,Asia Pacific,Singapore,33,8.41
8.218.11.90,2087,2087,true,HKG,Asia Pacific,Hong Kong,149,8.40
47.236.7.246,80,80,false,SIN,Asia Pacific,Singapore,17,8.40
8.219.123.244,2096,2096,true,SIN,Asia Pacific,Singapore,105,8.40
8.222.180.86,2052,2052,false,SIN,Asia Pacific,Singapore,8,8.40
8.222.130.156,2053,2053,true,SIN,Asia Pacific,Singapore,92,8.40
8.219.220.122,2082,2082,false,SIN,Asia Pacific,Singapore,22,8.39
8.219.134.117,8880,8880,false,SIN,Asia Pacific,Singapore,12,8.39
47.236.202.91,2053,2053,true,SIN,Asia Pacific,Singapore,136,8.39
47.245.113.12,8443,8443,true,SIN,Asia Pacific,Singapore,96,8.39
47.236.121.7,8080,8080,false,SIN,Asia Pacific,Singapore,19,8.39
8.222.133.247,2087,2087,true,SIN,Asia Pacific,Singapore,117,8.39
47.236.163.95,2086,2086,false,SIN,Asia Pacific,Singapore,10,8.39
8.222.162.45,2082,2082,false,SIN,Asia Pacific,Singapore,18,8.38
8.219.82.35,80,80,false,SIN,Asia Pacific,Singapore,13,8.38
8.219.72.51,8443,8443,true,SIN,Asia Pacific,Singapore,185,8.38
8.222.164.44,2087,2087,true,SIN,Asia Pacific,Singapore,84,8.37
8.219.113.27,2082,2082,false,SIN,Asia Pacific,Singapore,12,8.37
47.236.130.95,2087,2087,true,SIN,Asia Pacific,Singapore,122,8.37
8.219.167.113,8443,8443,true,SIN,Asia Pacific,Singapore,184,8.37
8.219.107.135,2053,2053,true,SIN,Asia Pacific,Singapore,120,8.37
8.219.200.145,2082,2082,false,SIN,Asia Pacific,Singapore,15,8.36
47.236.254.120,2053,2053,true,SIN,Asia Pacific,Singapore,83,8.36
8.219.242.131,2052,2052,false,SIN,Asia Pacific,Singapore,30,8.35
47.237.22.84,8080,8080,false,SIN,Asia Pacific,Singapore,32,8.35
47.236.155.170,2086,2086,false,SIN,Asia Pacific,Singapore,7,8.35
47.236.202.91,2083,2083,true,SIN,Asia Pacific,Singapore,173,8.35
47.242.174.27,8443,8443,true,HKG,Asia Pacific,Hong Kong,59,8.35
8.222.226.15,8880,8880,false,SIN,Asia Pacific,Singapore,4,8.35
8.219.217.81,2083,2083,true,SIN,Asia Pacific,Singapore,82,8.34
8.219.186.22,2096,2096,true,SIN,Asia Pacific,Singapore,98,8.34
47.237.70.15,2083,2083,true,SIN,Asia Pacific,Singapore,66,8.34
8.219.142.191,2086,2086,false,SIN,Asia Pacific,Singapore,24,8.34
8.222.224.163,2083,2083,true,SIN,Asia Pacific,Singapore,120,8.34
8.219.63.193,2086,2086,false,SIN,Asia Pacific,Singapore,8,8.33
8.222.138.164,2096,2096,true,SIN,Asia Pacific,Singapore,83,8.33
8.222.244.192,2083,2083,true,SIN,Asia Pacific,Singapore,128,8.33
8.222.244.192,2087,2087,true,SIN,Asia Pacific,Singapore,130,8.32
47.236.201.98,2086,2086,false,SIN,Asia Pacific,Singapore,27,8.32
8.222.140.87,2053,2053,true,SIN,Asia Pacific,Singapore,130,8.32
8.219.74.35,8443,8443,true,SIN,Asia Pacific,Singapore,124,8.32
47.236.165.25,8443,8443,true,SIN,Asia Pacific,Singapore,124,8.32
8.219.173.195,2082,2082,false,SIN,Asia Pacific,Singapore,18,8.32
47.236.193.5,80,80,false,SIN,Asia Pacific,Singapore,17,8.32
8.219.222.8,8443,8443,true,SIN,Asia Pacific,Singapore,140,8.32
8.219.82.35,2083,2083,true,SIN,Asia Pacific,Singapore,166,8.31
8.219.126.240,2096,2096,true,SIN,Asia Pacific,Singapore,126,8.31
47.236.112.193,2083,2083,true,SIN,Asia Pacific,Singapore,132,8.31
8.222.145.164,2095,2095,false,SIN,Asia Pacific,Singapore,21,8.31
8.219.236.8,2087,2087,true,SIN,Asia Pacific,Singapore,189,8.31
47.236.181.155,2083,2083,true,SIN,Asia Pacific,Singapore,172,8.31
47.237.73.52,2087,2087,true,NRT,Asia Pacific,Tokyo,148,8.31
47.236.227.21,8443,8443,true,SIN,Asia Pacific,Singapore,177,8.31
8.219.93.5,2053,2053,true,SIN,Asia Pacific,Singapore,91,8.30
47.236.65.177,2053,2053,true,SIN,Asia Pacific,Singapore,125,8.30
8.219.238.145,8443,8443,true,SIN,Asia Pacific,Singapore,58,8.30
8.219.220.122,2086,2086,false,SIN,Asia Pacific,Singapore,8,8.30
47.245.84.155,8443,8443,true,SIN,Asia Pacific,Singapore,106,8.30
8.219.51.211,2087,2087,true,SIN,Asia Pacific,Singapore,92,8.30
47.237.23.162,2082,2082,false,SIN,Asia Pacific,Singapore,34,8.30
8.222.214.231,8080,8080,false,SIN,Asia Pacific,Singapore,24,8.30
8.222.244.192,8880,8880,false,SIN,Asia Pacific,Singapore,5,8.30
8.219.50.180,2095,2095,false,SIN,Asia Pacific,Singapore,6,8.29
8.219.86.200,8443,8443,true,SIN,Asia Pacific,Singapore,194,8.29
8.219.97.179,2053,2053,true,SIN,Asia Pacific,Singapore,156,8.29
8.219.12.152,2087,2087,true,SIN,Asia Pacific,Singapore,127,8.29
47.236.124.115,2096,2096,true,SIN,Asia Pacific,Singapore,142,8.28
8.217.239.116,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,8.28
8.219.140.63,2086,2086,false,SIN,Asia Pacific,Singapore,9,8.28
47.236.172.71,2096,2096,true,SIN,Asia Pacific,Singapore,141,8.27
47.236.121.7,2087,2087,true,SIN,Asia Pacific,Singapore,107,8.27
8.222.221.86,2096,2096,true,SIN,Asia Pacific,Singapore,73,8.27
8.219.81.50,80,80,false,SIN,Asia Pacific,Singapore,6,8.27
8.219.141.174,2095,2095,false,SIN,Asia Pacific,Singapore,10,8.27
8.219.12.152,80,80,false,SIN,Asia Pacific,Singapore,34,8.27
47.91.31.231,2087,2087,true,NRT,Asia Pacific,Tokyo,84,8.27
47.236.144.156,8080,8080,false,SIN,Asia Pacific,Singapore,17,8.26
8.222.229.102,80,80,false,SIN,Asia Pacific,Singapore,10,8.26
47.236.97.90,2087,2087,true,SIN,Asia Pacific,Singapore,110,8.26
8.222.254.91,8080,8080,false,SIN,Asia Pacific,Singapore,6,8.26
8.222.208.83,2096,2096,true,SIN,Asia Pacific,Singapore,101,8.25
47.236.254.120,2052,2052,false,SIN,Asia Pacific,Singapore,21,8.25
8.217.193.25,2096,2096,true,HKG,Asia Pacific,Hong Kong,424,8.25
8.222.137.178,8080,8080,false,SIN,Asia Pacific,Singapore,11,8.25
47.236.121.23,2052,2052,false,SIN,Asia Pacific,Singapore,16,8.25
8.219.170.180,2087,2087,true,SIN,Asia Pacific,Singapore,163,8.25
8.219.242.131,2083,2083,true,SIN,Asia Pacific,Singapore,96,8.24
8.222.229.22,2096,2096,true,SIN,Asia Pacific,Singapore,92,8.24
8.219.107.135,2096,2096,true,SIN,Asia Pacific,Singapore,185,8.24
8.222.168.155,2095,2095,false,SIN,Asia Pacific,Singapore,14,8.23
47.236.204.152,80,80,false,SIN,Asia Pacific,Singapore,36,8.23
8.219.111.175,2053,2053,true,SIN,Asia Pacific,Singapore,78,8.23
47.236.169.164,80,80,false,SIN,Asia Pacific,Singapore,12,8.23
47.237.22.45,2095,2095,false,SIN,Asia Pacific,Singapore,8,8.22
8.222.144.117,2082,2082,false,SIN,Asia Pacific,Singapore,15,8.22
8.218.48.92,2053,2053,true,HKG,Asia Pacific,Hong Kong,431,8.22
8.219.1.92,2083,2083,true,SIN,Asia Pacific,Singapore,74,8.22
47.236.116.182,8443,8443,true,SIN,Asia Pacific,Singapore,190,8.21
8.219.124.227,2083,2083,true,SIN,Asia Pacific,Singapore,190,8.21
47.242.202.230,8443,8443,true,HKG,Asia Pacific,Hong Kong,52,8.21
8.222.190.225,2053,2053,true,SIN,Asia Pacific,Singapore,101,8.21
8.219.198.34,2053,2053,true,SIN,Asia Pacific,Singapore,128,8.21
8.219.232.219,2082,2082,false,SIN,Asia Pacific,Singapore,7,8.20
8.222.197.251,2083,2083,true,SIN,Asia Pacific,Singapore,82,8.20
47.236.184.14,2052,2052,false,SIN,Asia Pacific,Singapore,32,8.20
8.219.170.223,2083,2083,true,SIN,Asia Pacific,Singapore,80,8.20
8.222.187.107,2052,2052,false,SIN,Asia Pacific,Singapore,39,8.20
8.219.72.50,443,443,true,SIN,Asia Pacific,Singapore,97,8.20
8.219.51.49,2086,2086,false,SIN,Asia Pacific,Singapore,34,8.20
47.237.28.121,2096,2096,true,SIN,Asia Pacific,Singapore,55,8.20
47.236.166.76,2082,2082,false,SIN,Asia Pacific,Singapore,12,8.20
8.219.103.126,2052,2052,false,SIN,Asia Pacific,Singapore,27,8.20
8.222.129.32,2086,2086,false,SIN,Asia Pacific,Singapore,22,8.19
47.237.27.71,2095,2095,false,SIN,Asia Pacific,Singapore,37,8.19
8.210.9.129,2053,2053,true,HKG,Asia Pacific,Hong Kong,63,8.19
8.219.111.175,2052,2052,false,SIN,Asia Pacific,Singapore,21,8.19
47.236.173.200,2096,2096,true,SIN,Asia Pacific,Singapore,229,8.19
47.236.254.120,2082,2082,false,SIN,Asia Pacific,Singapore,535,8.19
8.222.214.231,2096,2096,true,SIN,Asia Pacific,Singapore,126,8.18
8.222.167.147,2082,2082,false,SIN,Asia Pacific,Singapore,11,8.18
8.219.134.117,2052,2052,false,SIN,Asia Pacific,Singapore,11,8.18
47.236.12.73,2053,2053,true,SIN,Asia Pacific,Singapore,72,8.18
8.222.136.196,2095,2095,false,SIN,Asia Pacific,Singapore,10,8.18
8.219.63.66,2086,2086,false,SIN,Asia Pacific,Singapore,17,8.18
47.245.111.171,2095,2095,false,SIN,Asia Pacific,Singapore,7,8.18
47.237.22.84,2083,2083,true,SIN,Asia Pacific,Singapore,38,8.18
47.236.163.95,80,80,false,SIN,Asia Pacific,Singapore,20,8.18
8.219.129.38,2096,2096,true,SIN,Asia Pacific,Singapore,152,8.17
8.219.228.157,8880,8880,false,SIN,Asia Pacific,Singapore,25,8.17
8.222.244.192,8080,8080,false,SIN,Asia Pacific,Singapore,12,8.17
8.222.208.38,2082,2082,false,SIN,Asia Pacific,Singapore,5,8.17
8.219.98.13,2083,2083,true,SIN,Asia Pacific,Singapore,132,8.17
47.236.176.144,8080,8080,false,SIN,Asia Pacific,Singapore,7,8.17
8.222.131.102,8443,8443,true,SIN,Asia Pacific,Singapore,95,8.17
47.236.11.84,2086,2086,false,SIN,Asia Pacific,Singapore,52,8.16
8.222.212.219,2096,2096,true,SIN,Asia Pacific,Singapore,100,8.16
8.219.65.191,8443,8443,true,SIN,Asia Pacific,Singapore,88,8.16
8.210.119.11,2096,2096,true,HKG,Asia Pacific,Hong Kong,65,8.16
8.222.144.117,2087,2087,true,SIN,Asia Pacific,Singapore,138,8.16
8.219.123.244,2095,2095,false,SIN,Asia Pacific,Singapore,11,8.16
8.222.168.24,2082,2082,false,SIN,Asia Pacific,Singapore,25,8.16
8.217.239.116,2053,2053,true,HKG,Asia Pacific,Hong Kong,343,8.16
8.219.129.38,8443,8443,true,SIN,Asia Pacific,Singapore,123,8.15
8.222.169.182,2095,2095,false,SIN,Asia Pacific,Singapore,17,8.15
47.236.106.37,2083,2083,true,SIN,Asia Pacific,Singapore,152,8.15
47.236.19.51,8080,8080,false,SIN,Asia Pacific,Singapore,34,8.15
47.236.164.215,2053,2053,true,SIN,Asia Pacific,Singapore,204,8.15
47.236.163.95,8080,8080,false,SIN,Asia Pacific,Singapore,19,8.15
8.222.208.38,2086,2086,false,SIN,Asia Pacific,Singapore,8,8.14
8.219.114.201,2087,2087,true,SIN,Asia Pacific,Singapore,130,8.14
8.219.111.175,2082,2082,false,SIN,Asia Pacific,Singapore,33,8.14
8.222.224.163,2096,2096,true,SIN,Asia Pacific,Singapore,132,8.14
8.218.105.223,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,8.14
8.222.214.13,2082,2082,false,SIN,Asia Pacific,Singapore,4,8.14
47.237.9.59,2095,2095,false,SIN,Asia Pacific,Singapore,18,8.13
8.210.21.65,2086,2086,false,HKG,Asia Pacific,Hong Kong,60,8.13
8.222.249.190,8080,8080,false,SIN,Asia Pacific,Singapore,9,8.13
47.245.114.163,8443,8443,true,SIN,Asia Pacific,Singapore,53,8.13
8.219.134.117,2053,2053,true,SIN,Asia Pacific,Singapore,111,8.13
8.222.226.15,8443,8443,true,SIN,Asia Pacific,Singapore,56,8.13
47.236.20.114,2052,2052,false,SIN,Asia Pacific,Singapore,49,8.13
8.219.102.252,2096,2096,true,SIN,Asia Pacific,Singapore,281,8.12
8.218.181.189,8443,8443,true,HKG,Asia Pacific,Hong Kong,34,8.12
47.236.132.125,2096,2096,true,SIN,Asia Pacific,Singapore,82,8.12
47.245.82.208,2095,2095,false,SIN,Asia Pacific,Singapore,13,8.12
8.219.121.24,8443,8443,true,SIN,Asia Pacific,Singapore,81,8.12
8.219.60.68,2096,2096,true,SIN,Asia Pacific,Singapore,136,8.12
8.222.244.123,2086,2086,false,SIN,Asia Pacific,Singapore,13,8.12
8.219.60.54,2082,2082,false,SIN,Asia Pacific,Singapore,7,8.12
8.219.228.193,2095,2095,false,SIN,Asia Pacific,Singapore,15,8.12
8.219.78.222,2052,2052,false,SIN,Asia Pacific,Singapore,12,8.11
8.210.192.93,8443,8443,true,HKG,Asia Pacific,Hong Kong,328,8.11
8.222.212.116,2096,2096,true,SIN,Asia Pacific,Singapore,65,8.11
8.210.250.120,2095,2095,false,HKG,Asia Pacific,Hong Kong,43,8.11
47.237.30.228,2095,2095,false,SIN,Asia Pacific,Singapore,29,8.11
8.210.21.65,2087,2087,true,HKG,Asia Pacific,Hong Kong,64,8.11
8.219.242.131,2082,2082,false,SIN,Asia Pacific,Singapore,32,8.11
47.236.227.21,2052,2052,false,SIN,Asia Pacific,Singapore,26,8.10
8.219.86.200,2082,2082,false,SIN,Asia Pacific,Singapore,10,8.10
8.222.249.190,2082,2082,false,SIN,Asia Pacific,Singapore,10,8.10
8.219.82.35,2053,2053,true,SIN,Asia Pacific,Singapore,111,8.10
8.219.228.157,8080,8080,false,SIN,Asia Pacific,Singapore,21,8.10
47.236.149.107,2095,2095,false,SIN,Asia Pacific,Singapore,16,8.10
47.236.83.239,2052,2052,false,SIN,Asia Pacific,Singapore,39,8.09
8.222.210.182,8080,8080,false,SIN,Asia Pacific,Singapore,3,8.09
8.219.110.88,80,80,false,SIN,Asia Pacific,Singapore,8,8.08
8.222.133.247,8443,8443,true,SIN,Asia Pacific,Singapore,166,8.08
8.222.237.131,8080,8080,false,SIN,Asia Pacific,Singapore,24,8.08
8.219.90.87,2096,2096,true,SIN,Asia Pacific,Singapore,201,8.08
8.219.60.68,2082,2082,false,SIN,Asia Pacific,Singapore,18,8.08
47.236.239.128,80,80,false,SIN,Asia Pacific,Singapore,15,8.08
8.219.77.111,8080,8080,false,NRT,Asia Pacific,Tokyo,89,8.07
8.222.221.109,2087,2087,true,SIN,Asia Pacific,Singapore,98,8.07
47.236.244.37,8443,8443,true,SIN,Asia Pacific,Singapore,69,8.07
8.222.180.86,8880,8880,false,SIN,Asia Pacific,Singapore,15,8.07
47.236.23.135,80,80,false,SIN,Asia Pacific,Singapore,43,8.07
8.219.111.147,8880,8880,false,SIN,Asia Pacific,Singapore,8,8.06
47.236.161.155,2095,2095,false,SIN,Asia Pacific,Singapore,12,8.06
47.236.181.155,8880,8880,false,SIN,Asia Pacific,Singapore,16,8.06
8.222.214.13,2087,2087,true,SIN,Asia Pacific,Singapore,65,8.06
8.219.210.93,2053,2053,true,SIN,Asia Pacific,Singapore,114,8.06
8.222.221.197,8880,8880,false,SIN,Asia Pacific,Singapore,14,8.06
8.219.157.97,8080,8080,false,SIN,Asia Pacific,Singapore,53,8.06
8.217.49.34,8443,8443,true,HKG,Asia Pacific,Hong Kong,50,8.06
8.217.251.62,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,8.05
8.219.157.97,2053,2053,true,SIN,Asia Pacific,Singapore,150,8.05
8.217.193.25,2086,2086,false,HKG,Asia Pacific,Hong Kong,585,8.05
8.217.250.222,2087,2087,true,HKG,Asia Pacific,Hong Kong,385,8.05
8.219.111.175,2087,2087,true,SIN,Asia Pacific,Singapore,192,8.05
8.218.85.128,2096,2096,true,HKG,Asia Pacific,Hong Kong,59,8.05
47.236.121.23,2087,2087,true,SIN,Asia Pacific,Singapore,90,8.05
47.237.5.164,2096,2096,true,SIN,Asia Pacific,Singapore,142,8.04
47.245.113.117,2086,2086,false,SIN,Asia Pacific,Singapore,15,8.04
8.222.252.123,2052,2052,false,SIN,Asia Pacific,Singapore,14,8.04
8.210.146.108,8880,8880,false,HKG,Asia Pacific,Hong Kong,67,8.04
8.219.53.142,2053,2053,true,SIN,Asia Pacific,Singapore,70,8.04
8.222.130.219,2095,2095,false,SIN,Asia Pacific,Singapore,13,8.04
47.236.23.135,2082,2082,false,SIN,Asia Pacific,Singapore,54,8.04
8.217.193.25,2087,2087,true,HKG,Asia Pacific,Hong Kong,98,8.04
8.222.168.24,2096,2096,true,SIN,Asia Pacific,Singapore,35,8.03
8.222.224.17,2053,2053,true,SIN,Asia Pacific,Singapore,96,8.03
47.236.187.144,2096,2096,true,SIN,Asia Pacific,Singapore,112,8.03
47.243.203.119,2083,2083,true,HKG,Asia Pacific,Hong Kong,82,8.03
8.222.204.110,2083,2083,true,SIN,Asia Pacific,Singapore,105,8.02
8.219.93.85,2082,2082,false,SIN,Asia Pacific,Singapore,12,8.02
8.222.214.13,2086,2086,false,SIN,Asia Pacific,Singapore,25,8.02
47.236.104.123,2087,2087,true,SIN,Asia Pacific,Singapore,119,8.02
8.218.122.55,2096,2096,true,HKG,Asia Pacific,Hong Kong,38,8.01
8.219.170.58,8080,8080,false,SIN,Asia Pacific,Singapore,20,8.01
8.222.212.172,2053,2053,true,SIN,Asia Pacific,Singapore,121,8.01
47.236.172.71,8443,8443,true,SIN,Asia Pacific,Singapore,111,8.00
8.219.213.133,2086,2086,false,SIN,Asia Pacific,Singapore,19,8.00
47.236.161.155,8880,8880,false,SIN,Asia Pacific,Singapore,27,8.00
8.219.185.191,2087,2087,true,SIN,Asia Pacific,Singapore,124,8.00
8.219.178.9,2095,2095,false,SIN,Asia Pacific,Singapore,9,8.00
47.236.7.211,2053,2053,true,SIN,Asia Pacific,Singapore,114,7.99
47.237.27.69,2087,2087,true,SIN,Asia Pacific,Singapore,65,7.99
47.237.9.179,2095,2095,false,SIN,Asia Pacific,Singapore,41,7.99
47.236.10.182,2096,2096,true,SIN,Asia Pacific,Singapore,66,7.99
8.219.103.126,2052,2052,false,SIN,Asia Pacific,Singapore,32,7.99
8.222.190.225,8080,8080,false,SIN,Asia Pacific,Singapore,12,7.99
8.222.214.231,2053,2053,true,SIN,Asia Pacific,Singapore,144,7.99
47.76.49.246,2086,2086,false,HKG,Asia Pacific,Hong Kong,57,7.99
8.222.164.209,2053,2053,true,SIN,Asia Pacific,Singapore,141,7.99
47.237.28.121,2082,2082,false,SIN,Asia Pacific,Singapore,9,7.98
8.219.106.15,8880,8880,false,SIN,Asia Pacific,Singapore,43,7.98
8.219.249.148,2096,2096,true,SIN,Asia Pacific,Singapore,94,7.98
47.236.169.141,2053,2053,true,SIN,Asia Pacific,Singapore,87,7.98
8.219.60.68,2082,2082,false,SIN,Asia Pacific,Singapore,5,7.98
47.243.173.187,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,7.97
47.236.146.249,2083,2083,true,SIN,Asia Pacific,Singapore,131,7.97
47.236.12.73,2086,2086,false,SIN,Asia Pacific,Singapore,52,7.96
47.245.114.163,2083,2083,true,SIN,Asia Pacific,Singapore,67,7.96
47.236.254.120,80,80,false,SIN,Asia Pacific,Singapore,22,7.96
8.210.119.11,2095,2095,false,HKG,Asia Pacific,Hong Kong,44,7.96
8.210.107.246,2083,2083,true,HKG,Asia Pacific,Hong Kong,164,7.96
47.243.70.197,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,7.96
47.245.113.12,2087,2087,true,SIN,Asia Pacific,Singapore,70,7.95
47.76.49.246,2083,2083,true,HKG,Asia Pacific,Hong Kong,51,7.94
8.222.167.8,2087,2087,true,SIN,Asia Pacific,Singapore,95,7.94
8.219.81.50,2082,2082,false,SIN,Asia Pacific,Singapore,52,7.94
8.222.244.123,2053,2053,true,SIN,Asia Pacific,Singapore,75,7.94
8.222.191.158,2083,2083,true,SIN,Asia Pacific,Singapore,82,7.94
47.236.17.165,2086,2086,false,SIN,Asia Pacific,Singapore,48,7.94
47.236.39.34,2053,2053,true,SIN,Asia Pacific,Singapore,28,7.94
